District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date,Month
Chittor,Punganur APMC,Vegetables,Tomato,Tomato,FAQ,2200.0,2200.0,2200.0,Rs./Quintal,2025-11-12,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,2000.0,2000.0,Rs./Quintal,2025-11-12,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2450.0,2450.0,2450.0,Rs./Quintal,2025-11-13,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,1800.0,3140.0,2470.0,Rs./Quintal,2025-11-14,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,4000.0,3000.0,Rs./Quintal,2025-11-15,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3740.0,2840.0,Rs./Quintal,2025-11-16,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2340.0,3670.0,3000.0,Rs./Quintal,2025-11-18,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2670.0,4400.0,3540.0,Rs./Quintal,2025-11-19,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2600.0,4340.0,3470.0,Rs./Quintal,2025-11-20,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,3000.0,5000.0,4000.0,Rs./Quintal,2025-11-21,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,3000.0,5000.0,4000.0,Rs./Quintal,2025-11-22,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2900.0,4900.0,3900.0,Rs./Quintal,2025-11-23,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,3000.0,5000.0,4000.0,Rs./Quintal,2025-11-24,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,3200.0,5200.0,4200.0,Rs./Quintal,2025-11-25,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2800.0,4800.0,3800.0,Rs./Quintal,2025-11-26,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3340.0,2670.0,Rs./Quintal,2025-11-27,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,4000.0,3000.0,Rs./Quintal,2025-11-28,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3000.0,2500.0,Rs./Quintal,2025-11-30,2025-11
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,4670.0,3340.0,Rs./Quintal,2025-12-01,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2140.0,4140.0,3140.0,Rs./Quintal,2025-12-02,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3470.0,2740.0,Rs./Quintal,2025-12-03,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3400.0,2700.0,Rs./Quintal,2025-12-04,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3340.0,2670.0,Rs./Quintal,2025-12-05,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,1940.0,3270.0,2600.0,Rs./Quintal,2025-12-06,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,3340.0,2670.0,Rs./Quintal,2025-12-07,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2070.0,3400.0,2740.0,Rs./Quintal,2025-12-08,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,1870.0,2800.0,2340.0,Rs./Quintal,2025-12-09,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,1870.0,2340.0,2000.0,Rs./Quintal,2025-12-10,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2270.0,3000.0,2740.0,Rs./Quintal,2025-12-11,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2470.0,3200.0,3000.0,Rs./Quintal,2025-12-12,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2070.0,3270.0,2670.0,Rs./Quintal,2025-12-13,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2670.0,3670.0,3340.0,Rs./Quintal,2025-12-14,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2340.0,4340.0,3340.0,Rs./Quintal,2025-12-15,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,4000.0,3000.0,Rs./Quintal,2025-12-16,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2140.0,4140.0,3140.0,Rs./Quintal,2025-12-17,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2070.0,3670.0,2870.0,Rs./Quintal,2025-12-18,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2140.0,4140.0,3140.0,Rs./Quintal,2025-12-19,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,3740.0,4670.0,4270.0,Rs./Quintal,2025-12-20,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2800.0,4800.0,3800.0,Rs./Quintal,2025-12-21,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2840.0,4340.0,3340.0,Rs./Quintal,2025-12-22,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2400.0,4400.0,3400.0,Rs./Quintal,2025-12-23,2025-12
Chittor,Punganur APMC,Vegetables,Tomato,Hybrid,FAQ,2000.0,4000.0,3000.0,Rs./Quintal,2025-12-24,2025-12
